time,flask,HCHO_in_plate,rep,cellcounts
24.5,H,4,B,5454.545455
24.5,H,4,C,1818.181818
24.5,I,0,A,4727.272727
24.5,I,0,B,7272.727273
24.5,I,0,C,9090.909091
24.5,I,2,A,4727.272727
24.5,I,2,B,4545.454545
24.5,I,2,C,6363.636364
24.5,I,4,A,4454.545455
24.5,I,4,B,3636.363636
24.5,I,4,C,3636.363636
24.5,D.1,0,A,109090909.1
24.5,D.1,0,B,100000000
24.5,D.1,0,C,81818181.82
24.5,D.1,2,A,90909090.91
24.5,D.1,2,B,36363636.36
24.5,D.1,2,C,54545454.55
24.5,D.1,4,A,118181.8182
24.5,D.1,4,B,109090.9091
24.5,D.1,4,C,118181.8182
24.5,E.1,0,A,136363636.4
24.5,E.1,0,B,127272727.3
24.5,E.1,0,C,127272727.3
24.5,E.1,2,A,109090909.1
24.5,E.1,2,B,100000000
24.5,E.1,2,C,109090909.1
24.5,E.1,4,A,72727.27273
24.5,E.1,4,B,145454.5455
24.5,E.1,4,C,81818.18182
24.5,F.1,0,A,109090909.1
24.5,F.1,0,B,127272727.3
24.5,F.1,0,C,190909090.9
24.5,F.1,2,A,127272727.3
24.5,F.1,2,B,81818181.82
24.5,F.1,2,C,54545454.55
24.5,F.1,4,A,20909.09091
24.5,F.1,4,B,18181.81818
24.5,F.1,4,C,72727.27273
28.5,D,0,A,327272727.3
28.5,D,0,B,381818181.8
28.5,D,0,C,245454545.5
28.5,D,2,A,245454545.5
28.5,D,2,B,245454545.5
28.5,D,2,C,236363636.4
28.5,D,4,A,227272.7273
28.5,D,4,B,254545.4545
28.5,D,4,C,263636.3636
28.5,E,0,A,363636363.6
28.5,E,0,B,345454545.5
28.5,E,0,C,363636363.6
28.5,E,2,A,172727272.7
28.5,E,2,B,163636363.6
28.5,E,2,C,190909090.9
28.5,E,4,A,118181.8182
28.5,E,4,B,145454.5455
28.5,E,4,C,145454.5455
28.5,F,0,A,281818181.8
28.5,F,0,B,245454545.5
28.5,F,0,C,300000000
28.5,F,2,A,181818181.8
28.5,F,2,B,227272727.3
28.5,F,2,C,254545454.5
28.5,F,4,A,27272.72727
28.5,F,4,B,136363.6364
28.5,F,4,C,54545.45455
28.5,G,0,A,90.90909091
28.5,G,0,B,1363.636364
28.5,G,0,C,0
28.5,G,2,A,818.1818182
28.5,G,2,B,1818.181818
28.5,G,2,C,1818.181818
28.5,G,4,A,818.1818182
28.5,G,4,B,909.0909091
28.5,G,4,C,0
28.5,H,0,A,3636.363636
28.5,H,0,B,11818.18182
28.5,H,0,C,10000
28.5,H,2,A,13636.36364
28.5,H,2,B,7272.727273
28.5,H,2,C,8181.818182
28.5,H,4,A,4545.454545
28.5,H,4,B,11818.18182
28.5,H,4,C,4272.727273
28.5,I,0,A,12727.27273
28.5,I,0,B,10909.09091
28.5,I,0,C,10909.09091
28.5,I,2,A,13636.36364
28.5,I,2,B,10000
28.5,I,2,C,12727.27273
28.5,I,4,A,6363.636364
28.5,I,4,B,4818.181818
28.5,I,4,C,4545.454545
28.5,D.1,0,A,236363636.4
28.5,D.1,0,B,145454545.5
28.5,D.1,0,C,290909090.9
28.5,D.1,2,A,245454545.5
28.5,D.1,2,B,154545454.5
28.5,D.1,2,C,190909090.9
28.5,D.1,4,A,41818.18182
28.5,D.1,4,B,45454.54545
28.5,D.1,4,C,36363.63636
28.5,E.1,0,A,372727272.7
28.5,E.1,0,B,300000000
28.5,E.1,0,C,318181818.2
28.5,E.1,2,A,118181818.2
28.5,E.1,2,B,218181818.2
28.5,E.1,2,C,190909090.9
28.5,E.1,4,A,36363.63636
28.5,E.1,4,B,18181.81818
28.5,E.1,4,C,27272.72727
28.5,F.1,0,A,300000000
28.5,F.1,0,B,345454545.5
28.5,F.1,0,C,318181818.2
28.5,F.1,2,A,172727272.7
28.5,F.1,2,B,163636363.6
28.5,F.1,2,C,163636363.6
28.5,F.1,4,A,21818.18182
28.5,F.1,4,B,14545.45455
28.5,F.1,4,C,21818.18182
32.5,G,0,A,18181.81818
32.5,G,0,B,30000
32.5,G,0,C,32727.27273
32.5,G,2,A,30000
32.5,G,2,B,24545.45455
32.5,G,2,C,25454.54545
32.5,G,4,A,19090.90909
32.5,G,4,B,16363.63636
32.5,G,4,C,24545.45455
32.5,H,0,A,10909.09091
32.5,H,0,B,12727.27273
32.5,H,0,C,15454.54545
32.5,H,2,A,5454.545455
32.5,H,2,B,11818.18182
32.5,H,2,C,9090.909091
32.5,H,4,A,14545.45455
32.5,H,4,B,10909.09091
32.5,H,4,C,9090.909091
32.5,I,0,A,22727.27273
32.5,I,0,B,20909.09091
32.5,I,0,C,21818.18182
32.5,I,2,A,17272.72727
32.5,I,2,B,14545.45455
32.5,I,2,C,7272.727273
32.5,I,4,A,10909.09091
32.5,I,4,B,11818.18182
32.5,I,4,C,7272.727273
40.5,G,0,A,81818.18182
40.5,G,0,B,145454.5455
40.5,G,0,C,118181.8182
40.5,G,2,A,127272.7273
40.5,G,2,B,109090.9091
40.5,G,2,C,109090.9091
40.5,G,4,A,54545.45455
40.5,G,4,B,54545.45455
40.5,G,4,C,100000
40.5,H,0,A,35454.54545
40.5,H,0,B,27272.72727
40.5,H,0,C,25454.54545
40.5,H,2,A,35454.54545
40.5,H,2,B,27272.72727
40.5,H,2,C,32727.27273
40.5,H,4,A,30909.09091
40.5,H,4,B,17272.72727
40.5,H,4,C,24545.45455
40.5,I,0,A,33636.36364
40.5,I,0,B,33636.36364
40.5,I,0,C,30000
40.5,I,2,A,33636.36364
40.5,I,2,B,32727.27273
40.5,I,2,C,23636.36364
40.5,I,4,A,23636.36364
40.5,I,4,B,20000
40.5,I,4,C,24545.45455
48.5,G,0,A,245454.5455
48.5,G,0,B,272727.2727
48.5,G,0,C,272727.2727
48.5,G,2,A,200000
48.5,G,2,B,290909.0909
48.5,G,2,C,300000
48.5,G,4,A,300000
48.5,G,4,B,254545.4545
48.5,G,4,C,218181.8182
48.5,H,0,A,163636.3636
48.5,H,0,B,136363.6364
48.5,H,0,C,136363.6364
48.5,H,2,A,100000
48.5,H,2,B,136363.6364
48.5,H,2,C,136363.6364
48.5,H,4,A,118181.8182
48.5,H,4,B,136363.6364
48.5,H,4,C,100000
48.5,I,0,A,118181.8182
48.5,I,0,B,72727.27273
48.5,I,0,C,63636.36364
48.5,I,2,A,54545.45455
48.5,I,2,B,72727.27273
48.5,I,2,C,36363.63636
48.5,I,4,A,90909.09091
48.5,I,4,B,72727.27273
48.5,I,4,C,72727.27273
56,G,0,A,1090909.091
56,G,0,B,1636363.636
56,G,0,C,1181818.182
56,G,2,A,1727272.727
56,G,2,B,1545454.545
56,G,2,C,1363636.364
56,G,4,A,1272727.273
56,G,4,B,1181818.182
56,G,4,C,1909090.909
56,H,0,A,909090.9091
56,H,0,B,454545.4545
56,H,0,C,363636.3636
56,H,2,A,727272.7273
56,H,2,B,636363.6364
56,H,2,C,909090.9091
56,H,4,A,818181.8182
56,H,4,B,536363.6364
56,H,4,C,590909.0909
56,I,0,A,818181.8182
56,I,0,B,818181.8182
56,I,0,C,818181.8182
56,I,2,A,454545.4545
56,I,2,B,727272.7273
56,I,2,C,545454.5455
56,I,4,A,818181.8182
56,I,4,B,500000
56,I,4,C,454545.4545
64.5,G,0,A,13636363.64
64.5,G,0,B,13636363.64
64.5,G,0,C,11818181.82
64.5,G,2,A,12727272.73
64.5,G,2,B,8181818.182
64.5,G,2,C,15454545.45
64.5,G,4,A,14545454.55
64.5,G,4,B,14545454.55
64.5,G,4,C,8181818.182
64.5,H,0,A,3818181.818
64.5,H,0,B,4636363.636
64.5,H,0,C,5545454.545
64.5,H,2,A,3636363.636
64.5,H,2,B,5454545.455
64.5,H,2,C,7272727.273
64.5,H,4,A,4454545.455
64.5,H,4,B,4545454.545
64.5,H,4,C,5363636.364
64.5,I,0,A,4454545.455
64.5,I,0,B,5000000
64.5,I,0,C,3818181.818
64.5,I,2,A,3818181.818
64.5,I,2,B,8181818.182
64.5,I,2,C,3909090.909
64.5,I,4,A,3545454.545
64.5,I,4,B,4272727.273
64.5,I,4,C,4636363.636
65.5,G.1,0,A,11818181.82
65.5,G.1,0,B,3636363.636
65.5,G.1,0,C,5454545.455
65.5,G.1,2,A,3818181.818
65.5,G.1,2,B,5000000
65.5,G.1,2,C,5363636.364
65.5,G.1,4,A,8181818.182
65.5,G.1,4,B,7272727.273
65.5,G.1,4,C,5454545.455
65.5,H.1,0,A,2727272.727
65.5,H.1,0,B,4545454.545
65.5,H.1,0,C,5272727.273
65.5,H.1,2,A,8181818.182
65.5,H.1,2,B,2727272.727
65.5,H.1,2,C,5454545.455
65.5,H.1,4,A,3636363.636
65.5,H.1,4,B,8181818.182
65.5,H.1,4,C,5454545.455
65.5,I.1,0,A,4181818.182
65.5,I.1,0,B,4363636.364
65.5,I.1,0,C,4727272.727
65.5,I.1,2,A,2727272.727
65.5,I.1,2,B,4545454.545
65.5,I.1,2,C,3636363.636
65.5,I.1,4,A,3636363.636
65.5,I.1,4,B,5454545.455
65.5,I.1,4,C,4545454.545
66.5,G.1,0,A,19090909.09
66.5,G.1,0,B,10000000
66.5,G.1,0,C,5454545.455
66.5,G.1,2,A,7272727.273
66.5,G.1,2,B,7272727.273
66.5,G.1,2,C,6363636.364
66.5,G.1,4,A,5454545.455
66.5,G.1,4,B,9090909.091
66.5,G.1,4,C,12727272.73
66.5,H.1,0,A,5454545.455
66.5,H.1,0,B,5454545.455
66.5,H.1,0,C,5454545.455
66.5,H.1,2,A,5454545.455
66.5,H.1,2,B,5454545.455
66.5,H.1,2,C,2727272.727
66.5,H.1,4,A,6363636.364
66.5,H.1,4,B,9090909.091
66.5,H.1,4,C,3636363.636
66.5,I.1,0,A,4909090.909
66.5,I.1,0,B,4818181.818
66.5,I.1,0,C,909090.9091
66.5,I.1,2,A,8181818.182
66.5,I.1,2,B,7272727.273
66.5,I.1,2,C,8181818.182
66.5,I.1,4,A,6363636.364
66.5,I.1,4,B,5454545.455
66.5,I.1,4,C,4545454.545
69.5,G,0,A,39090909.09
69.5,G,0,B,35454545.45
69.5,G,0,C,30909090.91
69.5,G,2,A,37272727.27
69.5,G,2,B,40000000
69.5,G,2,C,32727272.73
69.5,G,4,A,29090909.09
69.5,G,4,B,40909090.91
69.5,G,4,C,44545454.55
69.5,H,0,A,18181818.18
69.5,H,0,B,14545454.55
69.5,H,0,C,16363636.36
69.5,H,2,A,11818181.82
69.5,H,2,B,9090909.091
69.5,H,2,C,14545454.55
69.5,H,4,A,16363636.36
69.5,H,4,B,18181818.18
69.5,H,4,C,26363636.36
69.5,I,0,A,#VALUE!
69.5,I,0,B,#VALUE!
69.5,I,0,C,#VALUE!
69.5,I,2,A,11818181.82
69.5,I,2,B,14545454.55
69.5,I,2,C,13636363.64
69.5,I,4,A,17272727.27
69.5,I,4,B,14545454.55
69.5,I,4,C,10909090.91
69.5,G.1,0,A,#VALUE!
69.5,G.1,0,B,#VALUE!
69.5,G.1,0,C,#VALUE!
69.5,G.1,2,A,22727272.73
69.5,G.1,2,B,21818181.82
69.5,G.1,2,C,20909090.91
69.5,G.1,4,A,18181818.18
69.5,G.1,4,B,15454545.45
69.5,G.1,4,C,20909090.91
69.5,H.1,0,A,#VALUE!
69.5,H.1,0,B,#VALUE!
69.5,H.1,0,C,#VALUE!
69.5,H.1,2,A,10909090.91
69.5,H.1,2,B,12727272.73
69.5,H.1,2,C,16363636.36
69.5,H.1,4,A,16363636.36
69.5,H.1,4,B,8181818.182
69.5,H.1,4,C,16363636.36
69.5,I.1,0,A,#VALUE!
69.5,I.1,0,B,#VALUE!
69.5,I.1,0,C,#VALUE!
69.5,I.1,2,A,11818181.82
69.5,I.1,2,B,10909090.91
69.5,I.1,2,C,9090909.091
69.5,I.1,4,A,10000000
69.5,I.1,4,B,7272727.273
69.5,I.1,4,C,13636363.64
73.5,G,0,A,109090909.1
73.5,G,0,B,100000000
73.5,G,0,C,72727272.73
73.5,G,2,A,51818181.82
73.5,G,2,B,52727272.73
73.5,G,2,C,49090909.09
73.5,G,4,A,72727272.73
73.5,G,4,B,48181818.18
73.5,G,4,C,46363636.36
73.5,H,0,A,27272727.27
73.5,H,0,B,38181818.18
73.5,H,0,C,39090909.09
73.5,H,2,A,30909090.91
73.5,H,2,B,33636363.64
73.5,H,2,C,27272727.27
73.5,H,4,A,30000000
73.5,H,4,B,29090909.09
73.5,H,4,C,28181818.18
73.5,I,0,A,30000000
73.5,I,0,B,20000000
73.5,I,0,C,32727272.73
73.5,I,2,A,29090909.09
73.5,I,2,B,26363636.36
73.5,I,2,C,29090909.09
73.5,I,4,A,30000000
73.5,I,4,B,22727272.73
73.5,I,4,C,21818181.82
73.5,G.1,0,A,42727272.73
73.5,G.1,0,B,30000000
73.5,G.1,0,C,40909090.91
73.5,G.1,2,A,32727272.73
73.5,G.1,2,B,42727272.73
73.5,G.1,2,C,41818181.82
73.5,G.1,4,A,30909090.91
73.5,G.1,4,B,29090909.09
73.5,G.1,4,C,39090909.09
73.5,H.1,0,A,30000000
73.5,H.1,0,B,23636363.64
73.5,H.1,0,C,29090909.09
73.5,H.1,2,A,30000000
73.5,H.1,2,B,28181818.18
73.5,H.1,2,C,25454545.45
73.5,H.1,4,A,24545454.55
73.5,H.1,4,B,22727272.73
73.5,H.1,4,C,17272727.27
73.5,I.1,0,A,24545454.55
73.5,I.1,0,B,20909090.91
73.5,I.1,0,C,20909090.91
73.5,I.1,2,A,21818181.82
73.5,I.1,2,B,19090909.09
73.5,I.1,2,C,23636363.64
73.5,I.1,4,A,17272727.27
73.5,I.1,4,B,20000000
73.5,I.1,4,C,17272727.27
77.5,G,0,A,190909090.9
77.5,G,0,B,227272727.3
77.5,G,0,C,254545454.5
77.5,G,2,A,200000000
77.5,G,2,B,163636363.6
77.5,G,2,C,190909090.9
77.5,G,4,A,290909090.9
77.5,G,4,B,163636363.6
77.5,G,4,C,209090909.1
77.5,H,0,A,54545454.55
77.5,H,0,B,100000000
77.5,H,0,C,72727272.73
77.5,H,2,A,100000000
77.5,H,2,B,127272727.3
77.5,H,2,C,109090909.1
77.5,H,4,A,109090909.1
77.5,H,4,B,100000000
77.5,H,4,C,100000000
77.5,I,0,A,118181818.2
77.5,I,0,B,109090909.1
77.5,I,0,C,90909090.91
77.5,I,2,A,63636363.64
77.5,I,2,B,72727272.73
77.5,I,2,C,45454545.45
77.5,I,4,A,81818181.82
77.5,I,4,B,54545454.55
77.5,I,4,C,100000000
77.5,G.1,0,A,136363636.4
77.5,G.1,0,B,72727272.73
77.5,G.1,0,C,100000000
77.5,G.1,2,A,109090909.1
77.5,G.1,2,B,72727272.73
77.5,G.1,2,C,209090909.1
77.5,G.1,4,A,100000000
77.5,G.1,4,B,127272727.3
77.5,G.1,4,C,63636363.64
77.5,H.1,0,A,72727272.73
77.5,H.1,0,B,72727272.73
77.5,H.1,0,C,54545454.55
77.5,H.1,2,A,45454545.45
77.5,H.1,2,B,63636363.64
77.5,H.1,2,C,54545454.55
77.5,H.1,4,A,54545454.55
77.5,H.1,4,B,100000000
77.5,H.1,4,C,81818181.82
77.5,I.1,0,A,18181818.18
77.5,I.1,0,B,50909090.91
77.5,I.1,0,C,50909090.91
77.5,I.1,2,A,81818181.82
77.5,I.1,2,B,63636363.64
77.5,I.1,2,C,50000000
77.5,I.1,4,A,49090909.09
77.5,I.1,4,B,42727272.73
77.5,I.1,4,C,46363636.36
81.5,G,0,A,336363636.4
81.5,G,0,B,309090909.1
81.5,G,0,C,290909090.9
81.5,G,2,A,254545454.5
81.5,G,2,B,300000000
81.5,G,2,C,418181818.2
81.5,G,4,A,281818181.8
81.5,G,4,B,300000000
81.5,G,4,C,363636363.6
81.5,H,0,A,118181818.2
81.5,H,0,B,200000000
81.5,H,0,C,145454545.5
81.5,H,2,A,254545454.5
81.5,H,2,B,200000000
81.5,H,2,C,163636363.6
81.5,H,4,A,118181818.2
81.5,H,4,B,227272727.3
81.5,H,4,C,218181818.2
81.5,I,0,A,172727272.7
81.5,I,0,B,90909090.91
81.5,I,0,C,100000000
81.5,I,2,A,136363636.4
81.5,I,2,B,145454545.5
81.5,I,2,C,190909090.9
81.5,I,4,A,136363636.4
81.5,I,4,B,145454545.5
81.5,I,4,C,209090909.1
81.5,G.1,0,A,227272727.3
81.5,G.1,0,B,190909090.9
81.5,G.1,0,C,272727272.7
81.5,G.1,2,A,190909090.9
81.5,G.1,2,B,200000000
81.5,G.1,2,C,181818181.8
81.5,G.1,4,A,172727272.7
81.5,G.1,4,B,172727272.7
81.5,G.1,4,C,181818181.8
81.5,H.1,0,A,118181818.2
81.5,H.1,0,B,118181818.2
81.5,H.1,0,C,109090909.1
81.5,H.1,2,A,100000000
81.5,H.1,2,B,118181818.2
81.5,H.1,2,C,118181818.2
81.5,H.1,4,A,109090909.1
81.5,H.1,4,B,136363636.4
81.5,H.1,4,C,172727272.7
81.5,I.1,0,A,163636363.6
81.5,I.1,0,B,118181818.2
81.5,I.1,0,C,127272727.3
81.5,I.1,2,A,145454545.5
81.5,I.1,2,B,190909090.9
81.5,I.1,2,C,145454545.5
81.5,I.1,4,A,154545454.5
81.5,I.1,4,B,190909090.9
81.5,I.1,4,C,118181818.2
84,G,0,A,400000000
84,G,0,B,400000000
84,G,0,C,390909090.9
84,G,2,A,209090909.1
84,G,2,B,236363636.4
84,G,2,C,227272727.3
84,G,4,A,236363636.4
84,G,4,B,236363636.4
84,G,4,C,200000000
84,H,0,A,254545454.5
84,H,0,B,236363636.4
84,H,0,C,254545454.5
84,H,2,A,263636363.6
84,H,2,B,209090909.1
84,H,2,C,200000000
84,H,4,A,254545454.5
84,H,4,B,236363636.4
84,H,4,C,181818181.8
84,I,0,A,290909090.9
84,I,0,B,327272727.3
84,I,0,C,300000000
84,I,2,A,209090909.1
84,I,2,B,263636363.6
84,I,2,C,190909090.9
84,I,4,A,300000000
84,I,4,B,318181818.2
84,I,4,C,200000000
84,G.1,0,A,172727272.7
84,G.1,0,B,181818181.8
84,G.1,0,C,163636363.6
84,G.1,2,A,163636363.6
84,G.1,2,B,200000000
84,G.1,2,C,145454545.5
84,G.1,4,A,100000000
84,G.1,4,B,118181818.2
84,G.1,4,C,200000000
84,H.1,0,A,254545454.5
84,H.1,0,B,309090909.1
84,H.1,0,C,200000000
84,H.1,2,A,272727272.7
84,H.1,2,B,227272727.3
84,H.1,2,C,163636363.6
84,H.1,4,A,136363636.4
84,H.1,4,B,154545454.5
84,H.1,4,C,218181818.2
84,I.1,0,A,263636363.6
84,I.1,0,B,236363636.4
84,I.1,0,C,245454545.5
84,I.1,2,A,190909090.9
84,I.1,2,B,127272727.3
84,I.1,2,C,272727272.7
84,I.1,4,A,200000000
84,I.1,4,B,245454545.5
84,I.1,4,C,136363636.4
